StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RecaptchaAssessmentName,Q1.1_First Click,Q1.1_Last Click,Q1.1_Page Submit,Q1.1_Click Count,Q2.1,Q2.1_3_TEXT,Q2.2,Q2.3,Q2.3_7_TEXT,Q2.4,Q2.5,Q2.6,Q2.7_1,Q3.1_First Click,Q3.1_Last Click,Q3.1_Page Submit,Q3.1_Click Count,Q4.1_First Click,Q4.1_Last Click,Q4.1_Page Submit,Q4.1_Click Count,Q4.3_First Click,Q4.3_Last Click,Q4.3_Page Submit,Q4.3_Click Count,Q5.1_First Click,Q5.1_Last Click,Q5.1_Page Submit,Q5.1_Click Count,Q6.1_First Click,Q6.1_Last Click,Q6.1_Page Submit,Q6.1_Click Count,Q6.3_First Click,Q6.3_Last Click,Q6.3_Page Submit,Q6.3_Click Count,Q6.4_1,Q6.5_1,Q6.6_First Click,Q6.6_Last Click,Q6.6_Page Submit,Q6.6_Click Count,Q6.8_First Click,Q6.8_Last Click,Q6.8_Page Submit,Q6.8_Click Count,Q6.9_1,Q6.10_1,Q6.11_First Click,Q6.11_Last Click,Q6.11_Page Submit,Q6.11_Click Count,Q6.13_First Click,Q6.13_Last Click,Q6.13_Page Submit,Q6.13_Click Count,Q6.14_1,Q6.15_1,Q6.16_First Click,Q6.16_Last Click,Q6.16_Page Submit,Q6.16_Click Count,Q6.18_First Click,Q6.18_Last Click,Q6.18_Page Submit,Q6.18_Click Count,Q6.19_1,Q6.20_1,Q6.21_First Click,Q6.21_Last Click,Q6.21_Page Submit,Q6.21_Click Count,Q6.23_First Click,Q6.23_Last Click,Q6.23_Page Submit,Q6.23_Click Count,Q6.24_1,Q6.25_1,Q7.1_First Click,Q7.1_Last Click,Q7.1_Page Submit,Q7.1_Click Count,Q8.1_First Click,Q8.1_Last Click,Q8.1_Page Submit,Q8.1_Click Count,Q8.3_First Click,Q8.3_Last Click,Q8.3_Page Submit,Q8.3_Click Count,Q8.4_1,Q8.5_1,Q8.6_First Click,Q8.6_Last Click,Q8.6_Page Submit,Q8.6_Click Count,Q8.8_First Click,Q8.8_Last Click,Q8.8_Page Submit,Q8.8_Click Count,Q8.9_1,Q8.10_1,Q8.11_First Click,Q8.11_Last Click,Q8.11_Page Submit,Q8.11_Click Count,Q8.13_First Click,Q8.13_Last Click,Q8.13_Page Submit,Q8.13_Click Count,Q8.14_1,Q8.15_1,Q8.16_First Click,Q8.16_Last Click,Q8.16_Page Submit,Q8.16_Click Count,Q8.18_First Click,Q8.18_Last Click,Q8.18_Page Submit,Q8.18_Click Count,Q8.19_1,Q8.20_1,Q8.21_First Click,Q8.21_Last Click,Q8.21_Page Submit,Q8.21_Click Count,Q8.23_First Click,Q8.23_Last Click,Q8.23_Page Submit,Q8.23_Click Count,Q8.24_1,Q8.25_1,Q9.1,Q9.2_1,Q9.3_1,Q9.4_1,Q9.5_1,Q9.6,Q11.1,q1_score,q2_score,q3_score,q4_score,q5_score,final_score,earnings,correct_res,true_earnings,correct,q1_txt,q2_txt,q3_txt,q4_txt,q5_txt,surveycode,MID,p1_txt,p2_txt,Random
2021-07-26 07:01:34,2021-07-26 07:19:11,IP Address,193.148.59.93,100,1056,True,2021-07-26 07:19:11,R_zciHYc0E2nyA5QB,,,,,39.048095703125,-77.47280120849609375,anonymous,EN,1,projects/513998946275/assessments/6ede6d61c8000000,0,0,11.777,0,Male,,35-44,African - American,,Master's or higher degree,"$50,000 - $100,000",Joy of solving math puzzles,"5
Very enjoyable",54.216,146.059,154.901,4,9.549,157.297,157.341,3,17.658,55.179,55.236,4,0,0,15.073,0,15.43,42.913,42.943,2,4.826,10.421,11.837,4,3,4,80.106,103.575,103.622,2,4.297,6.392,7.99,2,3,3,51.746,101.099,101.141,2,1.801,5.321,6.711,3,4,4,82.798,99.723,99.769,2,2.195,4.461,5.815,3,5,4,0,0,120.006,0,4.516,7.742,8.992,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"3
Neutral","5
Very Difficult",4,"5
A lot of pressure",Knowing that my earnings depend on how many correct responses I submit,none,0,0,0,0,0,0,-0.50,0,0.50,0,q~10+8/(6-7),q~13*11/6-5,q~7-1+4*2,q~7*7/3+2,q,4823,A1WZQUXDITOC3I,p~10*9/10*2,p~3*6/7-8~3*6/(8-7),2
2021-07-26 07:01:25,2021-07-26 07:19:20,IP Address,59.99.222.64,100,1074,True,2021-07-26 07:19:20,R_22EryeXS3nHhWe0,,,,,8.183197021484375,77.427703857421875,anonymous,EN,0.800000011920928955078125,projects/513998946275/assessments/e567b82d48000000,14.03,19.174,20.387,3,Female,,18-24,Asian,,Bachelor's degree,"$50,000 - $100,000",Joy of solving math puzzles,"5
Very enjoyable",6.961,30.225,32.234,9,106.423,142.199,142.219,6,1.404,145.065,145.083,11,0,0,4.152,0,9.037,52.187,52.209,8,9.422,16.019,16.624,9,4,4,25.871,105.866,120.08,17,1.369,6.561,6.954,9,4,5,0.905,107.611,107.631,49,0.866,1.858,2.479,3,3,4,0.715,11.475,11.491,2,1.228,2.671,3.218,4,4,5,0.732,13.34,13.359,2,1.249,3.8,4.476,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"5
Very enjoyable","3
Neutral","5
Very focused","4
 ",Frustration from answering puzzles incorrectly,I like this task but i am not correct answer but very interesting,0,0,0,0,0,0,-0.30,0,0.50,0,q~6*10*(7-8),q~11+13(5/6)~11+13(5/6)~11+13(5/6)~11+13(5/6)~11+13(5/6)~11+13(5/6)~11+13(5/6),q~1*2(4+7)~1*2(4+7)~1*2(4+7)~1*2(4+7)~1*2(4+7)~1*2(4+7)~1*2(4+7)~1*2(4+7)~1*2(4+7)~1*2(4+7)~1*2(4+7)~1*2(4+7)~1*2(4+7)~1*2(4+7)~1*2(4+7)~1*2(4+7)~1*2(4+7)~1*2(4+7)~1*2(4+7)~1*2(4+7)~1*5(2+7)~1*5(2+7)~1*5(2+7)~1*5(2+7)~1*5(2+7)~1*5(2+7)~1*5(2+7)~1*5(2+7)~1*5(2+7)~1*5(2+7)~1*5(2+7)~1*5(2+7)~1*5(2+7)~1*2 /(4+7),q~7*3 /(7+2),q~2+8 *(3/5),2931,A1O4AAQX2KCD3N,p~2*10/(9-10)~10/10*9*2,p~3*6/(7-8)~3+6+7+8-6~3*6*(8-7),2
2021-07-26 07:08:11,2021-07-26 07:19:21,IP Address,216.250.249.220,100,670,True,2021-07-26 07:19:22,R_3HU1qCtspnKPAJK,,,,,45.4817047119140625,-122.4156036376953125,anonymous,EN,0.89999997615814208984375,projects/513998946275/assessments/12b8484870000000,0,0,52.645,0,Male,,35-44,White/ Caucasian,,Bachelor's degree,"$25,000 - $50,000",Joy of solving math puzzles,"4
 ",32.289,32.289,72.802,1,2.224,152.329,152.365,5,1.424,15.617,15.639,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.846,0,2.359,25.935,25.958,7,6.883,10.979,11.998,5,1,4,1.131,9.228,9.288,2,1.065,2.952,3.782,3,1,4,0.946,13.274,13.293,6,1.308,7.435,7.721,9,2,3,1.038,25.982,26.015,2,1.116,9.501,10.45,9,1,3,1.18,19.509,19.536,2,1.157,6.581,8.157,6,1,4,No,"4
 ","4
 ","5
Very focused","4
 ",Emotional high from answering puzzles correctly,"GOOD ",0,0,0,0,0,0,0.50,0,0,0,q~10*6*7+8+~10*6*7+8+~10*6*7+8+~10*6*7+8,q~13+11+5*6,q~1+2+4+7+~1+2+4+7+~1+2+4+7,q~7*7*3/7-2,q~8+3+5*2,5045,A2KNDIH7FHF7JL,p~2*10+9*10~10/10*9*2,p~3*6+7+8~3*6*(8-7),1
2021-07-26 07:03:22,2021-07-26 07:19:32,IP Address,107.150.31.28,100,970,True,2021-07-26 07:19:33,R_3ervcicdJZxO67r,,,,,33.747406005859375,-84.3849029541015625,anonymous,EN,0.89999997615814208984375,projects/513998946275/assessments/5d9e9d61c8000000,0,0,61.762,0,Male,,25-34,White/ Caucasian,,Bachelor's degree,"$50,000 - $100,000",Monetary incentive,"4
 ",80.218,326.816,328.195,14,15.285,31.093,31.136,4,5.649,20.321,20.35,3,0,0,65.652,0,19.467,45.14,45.178,3,2.476,6.666,7.232,3,4,4,18.503,44.551,44.581,3,1.383,4.133,5.401,5,3,4,12.92,20.298,20.357,2,0.919,4.501,5.189,7,3,4,3.875,10.844,10.877,2,15.998,18.484,19.247,4,4,4,10.856,13.328,13.376,2,8.987,10.126,10.744,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"4
 ","5
Very Difficult","5
Very focused","4
 ",Knowing that my earnings depend on how many correct responses I submit,It is interest to solve,0,0,0,0,0,0,-0.50,0,0.50,0,q~6*10*(5*7),q~11*13*(6*5),q~265,q~21*42,q~565,7158,A2ZHBK2MDL2L51,p~31~10/10*9*2,p~1842~3*6*(8-7),2
2021-07-26 07:10:14,2021-07-26 07:19:33,IP Address,63.75.244.14,100,558,True,2021-07-26 07:19:33,R_1PaZprtCQxW8BgR,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,0.89999997615814208984375,projects/513998946275/assessments/6094284870000000,0,0,8.088,0,Male,,35-44,White/ Caucasian,,Bachelor's degree,"$50,000 - $100,000",Monetary incentive,"5
Very enjoyable",6.499,6.499,11.868,1,2.469,296.541,296.567,3,0.846,10.326,10.348,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,8.205,0,3.496,5.355,5.379,2,6.312,8.563,9.211,2,5,5,3.719,5.55,5.579,2,6.665,8.955,9.985,2,5,5,5.535,19.457,19.496,2,1.324,3.515,4.144,3,5,5,5.137,6.643,6.67,2,4.759,9.175,9.809,3,5,5,4.682,6.501,6.629,2,19.023,22.715,23.548,4,5,5,Yes,"5
Very enjoyable","4
 ","5
Very focused","5
A lot of pressure",Frustration from answering puzzles incorrectly,good,0,0,0,0,0,0,0.50,0,0,0,q~30,q~30,q~30,q~20,q~30,9106,AZ1AVPLL0XRGO,p~30~10/10*9*2,p~30~3*6*(8-7),1
2021-07-26 07:02:30,2021-07-26 07:19:33,IP Address,46.134.33.158,100,1022,True,2021-07-26 07:19:33,R_VPBGORLraFQrI65,,,,,50.251007080078125,19.0211029052734375,anonymous,EN,1,projects/513998946275/assessments/938df9d788000000,0,0,47.265,0,Male,,35-44,White/ Caucasian,,Bachelor's degree,"$50,000 - $100,000",Monetary incentive,"5
Very enjoyable",53.037,53.037,67.109,1,11.868,32.752,32.793,2,0.99,79.229,79.267,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,22.796,0,1.532,46.697,120.108,2,4.036,11.182,13.602,4,5,2,0,0,120.005,0,1.388,4.848,6.956,4,5,1,45.402,64.989,65.019,3,2.044,5.5,7.342,5,2,1,1.772,77.533,77.56,6,2.114,8.322,9.676,3,2,1,1.259,52.044,52.079,8,2.64,3.729,5.121,2,2,2,No,"4
 ","4
 ","5
Very focused","4
 ",Frustration from answering puzzles incorrectly,"I was frustrated by failing on first task. That made the focus on further tasks (taking into consideration the time limits) much more difficult. However, it seems as the further tasks occurred to be easier then the first two. Anyway, it did not help in regaining  my confidence at all.",0,0,10,10,10,30,1.10,0,0,0,q,q,q~(2*7+4)*1,q~2*7+7-3,q~2*8+5-3,1229,A1D1A0YF2QHD3K,p~2*9+10-10,p~8+7+6-3,1
2021-07-26 07:03:39,2021-07-26 07:19:33,IP Address,79.110.180.232,100,954,True,2021-07-26 07:19:34,R_21gjAkXUgGbgEe5,,,,,33.4474945068359375,-112.08660125732421875,anonymous,EN,0.89999997615814208984375,projects/513998946275/assessments/4025704870000000,0,0,43.38,0,Male,,18-24,White/ Caucasian,,Bachelor's degree,"$25,000 - $50,000",Joy of solving math puzzles,"4
 ",101.89,101.89,109.643,1,2.453,148.779,148.83,4,1.529,86.032,86.072,3,0,0,19.223,0,1.763,103.59,103.654,4,2.849,9.372,10.775,6,2,2,0.884,65.583,65.634,4,0.55,3.527,4.63,3,2,2,1.05,41.652,41.602,2,0.737,9.427,10.266,6,1,2,0.801,22.724,22.776,5,0.64,6.094,6.93,7,1,2,3.53,61.594,61.637,11,0.642,3.653,4.618,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"4
 ","4
 ",4,"3
Neutral",Knowing that my earnings depend on how many correct responses I submit,thinking about calculations and answer the puzzles,0,0,0,0,0,0,-0.50,0,0.50,0,q~6+7+8/10,q~11+13/6,q~1+2+4/7,q~14,q~2*8+3/5,7445,AHUSQVYN8YEKO,p~10*9/2~10/10*9*2,p~3+6/7*8~3*6*(8-7),2
2021-07-26 07:13:04,2021-07-26 07:19:55,IP Address,70.114.120.153,100,411,True,2021-07-26 07:19:56,R_2y8befVbCHyHJQR,,,,,32.783599853515625,-96.867401123046875,anonymous,EN,0.5,projects/513998946275/assessments/8115fd61c8000000,10.379,10.379,11.412,1,Male,,55-64,White/ Caucasian,,Master's or higher degree,"$50,000 - $100,000",Joy of solving math puzzles,"3
Neutral",5.205,64.75,66.567,8,1.791,57.935,57.961,5,1.15,18.981,19.002,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.995,8.684,11.923,3,2.602,10.659,10.688,4,1.752,6.097,7.45,3,2,3,2.441,8.548,8.598,2,1.081,7.433,8.367,5,3,3,1.364,8.915,8.95,2,1.397,8.874,9.907,6,3,2,10.218,14.766,14.782,2,1.744,7.116,8.206,4,2,2,1.305,11.542,11.56,2,2.081,7.194,8.428,4,3,3,No,"3
Neutral","2
 ",4,"3
Neutral",Other,good,0,0,0,0,0,0,0.50,0,0,0,q~10-7,q~13-11,q~4-2,q~7-3,q~2*3,5938,A24K92IGRGU8LI,p~10-2 ~10/10*9*2,p~3-6~3*6*(8-7),1
2021-07-26 07:02:40,2021-07-26 07:19:55,IP Address,59.92.188.70,100,1035,True,2021-07-26 07:19:56,R_xhIvjXyWOuMqOvT,,,,,8.183197021484375,77.427703857421875,anonymous,EN,1,projects/513998946275/assessments/3f61582d48000000,0,0,50.435,0,Female,,18-24,Asian,,Master's or higher degree,"More than $100,000",Joy of solving math puzzles,"5
Very enjoyable",29.082,42.257,48.76,2,1.71,391.924,391.948,34,1.161,56.026,56.041,9,0,0,2.71,0,36.61,77.039,120.035,7,5.708,12.188,13.091,4,4,3,16.977,117.956,120.132,8,1.386,3.601,4.414,2,3,4,4.567,82.767,82.786,7,1.231,5.627,6.375,6,4,4,1.126,22.175,22.192,5,1.102,5.932,6.825,8,4,3,1.085,7.085,7.105,4,0.776,2.216,2.849,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"4
 ","5
Very Difficult",4,"5
A lot of pressure",Knowing that my earnings depend on how many correct responses I submit,very interesting study,0,0,0,0,10,10,-0.10,1,0.70,1,q,q,q~7*2+4-1,q~7+3+2+7,q~2+8+3+5,8464,A1D9FECXIKCO4O,p~2*9(10-10)~2*9(10-10)~2*9(10-10)~(10+10)*2*9~10+10*9/2~10/10*2*9,p~3*6(8-7)~3*6(8-7)~(8-7)*6*3,2
2021-07-26 07:12:45,2021-07-26 07:19:56,IP Address,71.227.90.0,100,430,True,2021-07-26 07:19:56,R_1f3JdZ1VNRrKjgY,,,,,42.426300048828125,-82.901397705078125,anonymous,EN,0.699999988079071044921875,projects/513998946275/assessments/29b4284870000000,1.645,8.365,9.775,4,Male,,35-44,White/ Caucasian,,Bachelor's degree,"$50,000 - $100,000",Monetary incentive,"3
Neutral",1.244,28.421,32.58,16,1.01,25.446,25.463,4,11.348,50.518,50.536,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.758,4.353,9.016,8,26.701,32.196,32.213,2,2.856,5.711,6.404,4,1,3,4.977,73.359,73.377,10,1.72,3.389,4.264,2,2,1,9.326,43.007,43.025,5,0.934,3.072,4.086,2,1,3,0.524,50.467,50.487,6,1.122,3.914,4.654,4,1,4,0.597,12.359,12.379,2,0.799,3.46,3.91,5,1,4,No,"1
Did not enjoy","3
Neutral","3
Neutral","4
 ",Knowing that my earnings depend on how many correct responses I submit,,0,0,10,10,10,30,1.10,0,0,0,q~10*8/7-6,q~6x11/13-5~6x11/13-5~6x11/13-5~6*11/13-5,q~7*2+4/1,q~7*2+7-3,q~8*2+5-3,6966,AFK9ALQK5GPNG,p~1~10/10*9*2,p~3*6/8-7~3*6*(8-7),1
2021-07-26 07:01:24,2021-07-26 07:19:57,IP Address,183.82.159.26,100,1113,True,2021-07-26 07:19:57,R_2aCVjEp4WpHc8Mu,,,,,16.5032958984375,80.646514892578125,anonymous,EN,1,projects/513998946275/assessments/424e982d48000000,0,0,33.96,0,Male,,25-34,Asian,,Master's or higher degree,"Less than $25,000",Joy of solving math puzzles,"5
Very enjoyable",14.029,14.029,21.012,1,6.686,22.563,22.51,3,97.271,137.801,137.856,4,0,0,3.227,0,9.083,52.744,52.685,10,2.758,5.1,7.672,3,3,3,1.506,93.452,120.108,7,2.219,3.454,4.338,2,4,4,1.19,28.481,28.546,5,1.705,3.745,4.479,3,2,2,2.164,68.768,120.072,5,1.562,5.691,6.765,5,4,4,1.7,10.767,10.801,2,5.149,9.653,10.705,7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"5
Very enjoyable","2
 ","5
Very focused","3
Neutral",Knowing that my earnings depend on how many correct responses I submit,logical thinking,10,0,10,0,10,30,0.70,3,1.10,3,q~(10+8)(7-6)~(10+8)(7-6)~(10+8)*(7-6),q,q~(7*2+4)*1,q,q~2+8+3+5,4363,A3T1M3NZ5UIA56,p~(2*9)*(10/10),p~3+7+8~3*6*(8-7),2
2021-07-26 07:09:30,2021-07-26 07:20:02,IP Address,207.228.61.30,100,632,True,2021-07-26 07:20:03,R_1M4VhyFldY4JGcf,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,0.800000011920928955078125,projects/513998946275/assessments/f2d9084870000000,6.603,6.603,7.872,1,Male,,55-64,White/ Caucasian,,Bachelor's degree,"$25,000 - $50,000",Joy of solving math puzzles,"4
 ",61.59,61.59,64.008,1,0.856,3.007,3.047,2,0.689,2.166,2.101,2,0,0,2.147,0,0,0,120.108,0,29.949,33.29,34.342,3,4,3,0,0,121.258,0,143.124,145.251,146.431,4,4,4,1.154,15.024,15.054,2,0.91,2.726,3.2,4,4,4,1.04,4.272,4.313,3,0.675,2.665,3.296,4,3,4,0.876,10.948,10.982,2,1.438,3.222,3.954,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"4
 ","3
Neutral",4,"4
 ",Knowing that my earnings depend on how many correct responses I submit,None,0,0,0,0,10,10,-0.10,1,0.70,1,q,q,q~4,q~3,q~2+8+3+5,6438,A3FBBZ7IPPB9YH,p~~10/10*9*2,p~~3*6*(8-7),2
2021-07-26 07:12:56,2021-07-26 07:20:58,IP Address,207.228.63.226,100,481,True,2021-07-26 07:20:58,R_sdvUYhQeh1nV0jf,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,0.800000011920928955078125,projects/513998946275/assessments/7f7b484870000000,1.642,1.642,5.355,1,Female,,45-54,White/ Caucasian,,Bachelor's degree,"$25,000 - $50,000",Joy of solving math puzzles,"5
Very enjoyable",22.934,25.045,27.023,3,1.305,16.358,16.398,6,2.878,17.892,17.948,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.275,1.275,1.956,1,0.718,10.692,10.732,2,1.249,5.505,6.252,11,1,5,1.141,12.372,12.415,2,2.395,4.06,4.933,2,2,5,95.216,103.623,103.663,2,1.215,35.988,36.771,6,1,5,1.234,14,14.05,2,1.53,4.972,5.659,4,1,5,1.273,17.472,17.521,4,1.891,3.38,4.176,2,3,5,No,"5
Very enjoyable","1
Not difficult at all","1
Not focused at all","1
No pressure",Knowing that my earnings depend on how many correct responses I submit,NO COMMENTS,0,0,0,0,0,0,0.50,0,0,0,q~6*10*(8-7),q~11*13*(6-5),q~1*2*(7-4),q~3*7*(7-2),q~8*2*(5-3),1560,A1FBVB3NJP08ZH,p~31~10/10*9*2,p~31~3*6*(8-7),1
2021-07-26 07:01:18,2021-07-26 07:21:13,IP Address,110.225.232.141,100,1195,True,2021-07-26 07:21:14,R_77YGnIhW84rX3JD,,,,,30.7339019775390625,76.788909912109375,anonymous,EN,0.89999997615814208984375,projects/513998946275/assessments/b219d82d48000000,25.434,25.434,27.813,1,Female,,35-44,Asian,,Master's or higher degree,"$50,000 - $100,000",Joy of solving math puzzles,"4
 ",34.917,56.889,59.005,6,2.463,43.558,43.578,4,2.311,61.749,61.77,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.768,3.768,60.686,1,3.732,3.732,120.107,1,9.796,17.169,23.354,3,4,4,0,0,120.11,0,2.841,140.199,141.176,6,5,4,1.716,54.106,120.081,4,2.957,8.379,9.281,4,2,5,50.725,50.725,120.2,1,3.344,7.785,8.848,4,1,5,8.807,8.807,120.034,1,2.222,5.497,6.523,4,1,5,No,"4
 ","3
Neutral","5
Very focused","4
 ",Emotional high from answering puzzles correctly,Its great fun with bit pressure,0,0,0,0,0,0,0.50,0,0,0,q,q,q,q,q,5050,A28LGHBRWOFZOZ,p~(2*9)+(10-10),p~(6*7)-(8*3),1
2021-07-26 07:02:13,2021-07-26 07:21:24,IP Address,12.198.49.71,100,1150,True,2021-07-26 07:21:24,R_ujCL0954i3T1IWJ,,,,,32.720306396484375,-117.1551971435546875,anonymous,EN,0.89999997615814208984375,projects/513998946275/assessments/095bb04870000000,0,0,25.864,0,Female,,45-54,White/ Caucasian,,Bachelor's degree,"$25,000 - $50,000",Joy of solving math puzzles,"4
 ",116.638,116.638,124.43,1,3.468,90.009,90.081,4,2.526,194.52,194.553,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,47.082,0,87.22,87.22,120.028,1,5.949,12.746,14.813,2,5,3,0,0,120.15,0,5.118,15.398,17.085,3,5,3,2.641,119.467,120.163,4,4.871,12.614,14.251,4,5,3,102.027,102.027,120.19,1,2.179,11.854,14.248,5,4,2,18.944,25.784,25.849,2,1.803,6.617,7.921,3,5,3,No,"5
Very enjoyable","5
Very Difficult","5
Very focused","3
Neutral",Frustration from answering puzzles incorrectly,Good,0,0,0,0,10,10,0.70,0,0,0,q,q,q,q,q~2+8+3+5,9277,AKFFOAIBV3FJ6,p~(2*10*9)%10~10/10*9*2,p~(6+7+8)-3,1
2021-07-26 07:12:54,2021-07-26 07:21:24,IP Address,162.154.60.164,100,510,True,2021-07-26 07:21:25,R_1gwMB0rOvVReUaR,,,,,38.30780029296875,-85.73590087890625,anonymous,EN,0.800000011920928955078125,projects/513998946275/assessments/ad060361c8000000,0,0,19.937,0,Male,,35-44,White/ Caucasian,,Bachelor's degree,"$50,000 - $100,000",Joy of solving math puzzles,"4
 ",25.959,37.422,39.243,3,4.792,146.887,146.941,3,4.785,80.041,80.091,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2.443,0,3.024,62.309,62.473,11,1.884,4.915,5.782,3,4,4,4.77,8.302,8.431,4,1.424,5.183,5.801,4,4,4,2.478,3.871,3.899,2,1.038,4.295,5.205,2,4,4,0.719,5.766,5.789,4,1.155,3.019,3.65,3,4,4,1.222,2.078,2.106,2,1.112,5.015,6.165,7,4,4,Yes,"4
 ","4
 ",4,"4
 ",Knowing that my earnings depend on how many correct responses I submit,Good,0,0,0,0,0,0,0.50,0,0,0,q~6*10(8-7)~6*10(8-7)~6*10(8-7)~6*10(8-7)~6*10(8-7)~6*10*(8-7),q~4,q~32,q~4e~47,q~34,3329,A1A3Z6GIX06IAH,p~2*10/(7-6)~10/10*9*2,p~3*7~3*6*(8-7),1
2021-07-26 07:02:31,2021-07-26 07:21:28,IP Address,12.198.49.234,100,1137,True,2021-07-26 07:21:28,R_ODJHLWAJCewY1Fv,,,,,32.720306396484375,-117.1551971435546875,anonymous,EN,1,projects/513998946275/assessments/cb58ed61c8000000,0,0,88.721,0,Female,,45-54,White/ Caucasian,,Bachelor's degree,"$50,000 - $100,000",Joy of solving math puzzles,"4
 ",32.67,52.738,58.587,9,2.807,149.246,149.346,3,1.5,193.2,193.303,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.755,0,8.232,30.96,31.185,2,1.783,7.401,10.301,6,4,4,3.723,3.723,122.101,1,1.405,12.118,14.791,9,4,4,1.329,104.294,120.05,2,2.41,8.099,9.904,6,4,4,1.473,11.337,120.161,2,1.502,7.841,8.95,6,4,4,1.714,65.251,65.521,3,1.543,12.884,13.966,4,3,4,No,"4
 ","4
 ","3
Neutral","4
 ",Knowing that my earnings depend on how many correct responses I submit,,0,0,0,0,10,10,0.70,0,0,0,q~(10+8)*(8-7),q,q,q,q~(2*8+5)-3,9515,A20EVX30W7PLZK,p~-20~10/10*9*2,p~(3*6)*(8-7),1
2021-07-26 07:16:44,2021-07-26 07:21:28,IP Address,162.200.56.116,100,283,True,2021-07-26 07:21:29,R_3g8ihzTdHxwxeFT,,,,,41.1230926513671875,-81.56659698486328125,anonymous,EN,0.60000002384185791015625,projects/513998946275/assessments/a740684870000000,0,0,5.194,0,Female,,25-34,White/ Caucasian,,Bachelor's degree,"More than $100,000",Joy of solving math puzzles,"5
Very enjoyable",19.383,19.383,26.207,1,0.829,14.917,14.956,3,0.475,14.987,15.015,3,0,0,1.654,0,0.72,13.544,13.574,2,1.125,3.877,5.057,7,3,3,0.924,14.228,14.259,2,1.628,3.916,5.225,4,4,4,0.968,32.376,32.405,2,0.379,18.693,19.663,3,3,5,0.617,32.769,32.8,2,4.481,5.198,6.005,3,5,4,1.545,16.537,16.567,2,0.795,2.195,2.771,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"4
 ","4
 ",4,"4
 ",Knowing that my earnings depend on how many correct responses I submit,good,0,0,0,0,0,0,-0.50,0,0.50,0,q~6*7/(10-8),q~11*5/(13-6),q~1*4/(2-7),q~(7+3+7)*2,q~2*3/(8-5),5949,A2BOWHQQASBA6W,p~2*9/(10-10)~10/10*9*2,p~3*7/(6-8)~3*6*(8-7),2
